1,1,1,2020
2,2,1,2020
3,3,1,2020
4,4,2,2020
5,5,2,2020
6,6,2,2020
7,7,3,2020
8,8,3,2020
9,9,3,2020
10,10,4,2020
11,11,4,2020
12,12,4,2020
13,1,1,2021
14,2,1,2021
15,3,1,2021
