,1,1,2,3,0,0,0
,2,1,2,3,1,0,0
,3,1,2,3,174,4,5
,4,1,2,3,1952,60,255
,5,1,2,3,13081,194,1068
,6,1,2,3,16299,494,12803
,7,1,2,3,5158,532,11378
,8,1,2,3,1494,119,3580
,9,1,2,3,1109,57,3700
,10,1,2,3,2157,78,1532
,11,1,2,3,4849,257,2510
,12,1,2,3,5252,396,4896
,13,1,2,3,3497,209,5952
,14,1,2,3,691,43,1654
,15,1,2,3,19,1,11
,1,2,2,4,0,0,0
,2,2,2,4,0,0,0
,3,2,2,4,243,15,52
,4,2,2,4,530,16,418
,5,2,2,4,364,2,402
,6,2,2,4,1398,29,587
,7,2,2,4,2741,95,1493
,8,2,2,4,4237,127,2262
,9,2,2,4,4136,103,2633
,10,2,2,4,7226,122,3342
,11,2,2,4,17307,301,7660
,12,2,2,4,20134,371,14785
,13,2,2,4,19811,199,13790
,14,2,2,4,29040,416,22349
,15,2,2,4,764,20,640
,1,3,3,4,0,0,0
,2,3,3,4,1,0,0
,3,3,3,4,715,44,46
,4,3,3,4,3290,406,1733
,5,3,3,4,5388,203,3969
,6,3,3,4,4513,259,4149
,7,3,3,4,16487,298,10640
,8,3,3,4,14100,300,10707
,9,3,3,4,7036,226,4930
,10,3,3,4,6412,228,4027
,11,3,3,4,25257,467,13608
,12,3,3,4,16411,325,13318
,13,3,3,4,7729,135,6217
,14,3,3,4,5753,92,4754
,15,3,3,4,163,4,136
,1,4,1,4,0,0,0
,2,4,1,4,0,0,0
,3,4,1,4,376,12,10
,4,4,1,4,369,30,458
,5,4,1,4,19,9,226
,6,4,1,4,91,1,105
,7,4,1,4,70,0,8
,8,4,1,4,251,1,101
,9,4,1,4,874,0,524
,10,4,1,4,2706,22,2043
,11,4,1,4,1989,1,2398
,12,4,1,4,1304,8,1559
,13,4,1,4,1888,17,1661
,14,4,1,4,929,9,1353
,15,4,1,4,23,0,29
,1,5,2,3,0,0,0
,2,5,2,3,0,0,0
,3,5,2,3,7,2,1
,4,5,2,3,20,0,6
,5,5,2,3,59,2,11
,6,5,2,3,198,9,75
,7,5,2,3,864,39,344
,8,5,2,3,1506,56,634
,9,5,2,3,2318,75,870
,10,5,2,3,5833,101,2582
,11,5,2,3,4334,64,3328
,12,5,2,3,2414,57,3193
,13,5,2,3,2243,61,6991
,14,5,2,3,1011,42,1287
,15,5,2,3,47,0,78
,1,6,1,4,0,0,0
,2,6,1,4,0,0,0
,3,6,1,4,7,0,0
,4,6,1,4,17,3,11
,5,6,1,4,2,0,8
,6,6,1,4,43,0,3
,7,6,1,4,22,0,45
,8,6,1,4,3,0,24
,9,6,1,4,7,0,1
,10,6,1,4,27,0,25
,11,6,1,4,13,1,13
,12,6,1,4,18,1,18
,13,6,1,4,75,2,29
,14,6,1,4,496,7,124
,15,6,1,4,39,0,6
,1,7,3,4,0,0,0
,2,7,3,4,0,0,0
,3,7,3,4,1054,27,240
,4,7,3,4,3374,191,1016
,5,7,3,4,12423,321,4080
,6,7,3,4,47679,768,16692
,7,7,3,4,126772,2236,61752
,8,7,3,4,226433,5117,217415
,9,7,3,4,333266,8277,293450
,10,7,3,4,415923,14065,379294
,11,7,3,4,257609,7728,283288
,12,7,3,4,200981,4515,169449
,13,7,3,4,301725,4729,294974
,14,7,3,4,180126,3991,183371
,15,7,3,4,4658,112,6317
,1,8,2,4,0,0,0
,2,8,2,4,0,0,0
,3,8,2,4,532,3,30
,4,8,2,4,1534,29,899
,5,8,2,4,7216,99,2457
,6,8,2,4,16260,312,10662
,7,8,2,4,13008,295,14949
,8,8,2,4,5231,141,8725
,9,8,2,4,6578,80,6279
,10,8,2,4,39454,382,11316
,11,8,2,4,45311,823,53125
,12,8,2,4,24285,659,34359
,13,8,2,4,7617,257,14718
,14,8,2,4,5032,112,5875
,15,8,2,4,158,3,117
,1,9,2,4,9,0,2
,2,9,2,4,16,0,9
,3,9,2,4,4534,18,347
,4,9,2,4,2207,75,5384
,5,9,2,4,436,10,876
,6,9,2,4,718,1,422
,7,9,2,4,9360,97,2943
,8,9,2,4,8539,456,11362
,9,9,2,4,1277,231,3299
,10,9,2,4,499,19,533
,11,9,2,4,317,1,232
,12,9,2,4,513,1,145
,13,9,2,4,393,0,240
,14,9,2,4,160,0,104
,15,9,2,4,8,0,5
,1,10,2,4,0,0,0
,2,10,2,4,9,0,0
,3,10,2,4,10171,128,1095
,4,10,2,4,5272,456,11812
,5,10,2,4,1279,84,2686
,6,10,2,4,1035,37,885
,7,10,2,4,3364,13,2280
,8,10,2,4,6308,15,4468
,9,10,2,4,17375,66,12418
,10,10,2,4,60112,310,31582
,11,10,2,4,177531,2075,154466
,12,10,2,4,78359,3038,111260
,13,10,2,4,53583,1499,59545
,14,10,2,4,45042,840,37918
,15,10,2,4,1409,13,1601
,1,11,2,3,0,0,0
,2,11,2,3,0,0,0
,3,11,2,3,298,5,26
,4,11,2,3,1506,19,1299
,5,11,2,3,3690,39,2103
,6,11,2,3,12030,150,6287
,7,11,2,3,14354,235,16167
,8,11,2,3,4557,86,7965
,9,11,2,3,3794,57,4107
,10,11,2,3,15040,139,5589
,11,11,2,3,65907,662,31359
,12,11,2,3,97524,1249,109520
,13,11,2,3,11519,491,38893
,14,11,2,3,4318,88,5453
,15,11,2,3,125,3,71
,1,12,1,3,0,0,0
,2,12,1,3,0,0,0
,3,12,1,3,14,0,1
,4,12,1,3,67,11,24
,5,12,1,3,21,0,23
,6,12,1,3,2,0,39
,7,12,1,3,470,3,4
,8,12,1,3,1643,36,710
,9,12,1,3,1906,46,1405
,10,12,1,3,2591,48,2216
,11,12,1,3,827,19,1467
,12,12,1,3,330,7,341
,13,12,1,3,303,6,541
,14,12,1,3,345,3,538
,15,12,1,3,0,0,0
,1,13,1,4,0,0,0
,2,13,1,4,41,0,0
,3,13,1,4,526,4,295
,4,13,1,4,2473,4,1205
,5,13,1,4,8358,11,5173
,6,13,1,4,15360,68,14658
,7,13,1,4,14224,60,16509
,8,13,1,4,10990,43,11207
,9,13,1,4,18892,61,15791
,10,13,1,4,10781,70,13881
,11,13,1,4,5311,20,6422
,12,13,1,4,5719,11,5076
,13,13,1,4,10382,23,8382
,14,13,1,4,19337,74,16490
,15,13,1,4,645,3,806
,1,14,3,3,0,0,0
,2,14,3,3,0,0,0
,3,14,3,3,51,5,25
,4,14,3,3,7616,163,135
,5,14,3,3,39486,482,9621
,6,14,3,3,98330,1197,49843
,7,14,3,3,92178,1264,75512
,8,14,3,3,75335,1170,69751
,9,14,3,3,50483,970,70600
,10,14,3,3,44205,672,48658
,11,14,3,3,57248,721,56566
,12,14,3,3,48578,915,76748
,13,14,3,3,21629,568,22285
,14,14,3,3,11077,281,17180
,15,14,3,3,585,8,873
,1,15,1,4,0,0,0
,2,15,1,4,0,0,0
,3,15,1,4,34,0,0
,4,15,1,4,47,7,39
,5,15,1,4,11,0,37
,6,15,1,4,5,0,14
,7,15,1,4,13,0,6
,8,15,1,4,64,0,50
,9,15,1,4,16,0,33
,10,15,1,4,47,0,42
